esprit	   ***   	mind  ; head  ; brain  ; psyche  ; nous	abstract
espérer	   ***   	hope	verb-basic
essence	   ***   	center  ; kernel  ; substance  ; core  ; centre  ; essence  ; gist  ; heart  ; heart and soul  ; inwardness  ; marrow  ; meat  ; nub  ; pith  ; sum  ; nitty-gritty	science
est	   ***   	east  ; due east  ; eastward  ; E	geography
estimer	   ***   	estimate  ; gauge  ; approximate  ; guess  ; judge	verb
estomac	   ***   	stomach  ; tummy  ; tum  ; breadbasket	anatomy
et	   ***   	and	conjunction
exact	   ***   	correct  ; right	adjective-basic
exactement	   ***   	exactly  ; precisely  ; just	adverb
examen	   ***   	examination  ; exam  ; test	education
excellent	   ***   	excellent  ; first-class  ; fantabulous  ; splendid	adjective
exceptionnel	   ***   	unusual	adjective
exercer	   ***   	do  ; practice  ; practise  ; exercise	verb-basic
existence	   ***   	existence  ; being  ; beingness	society
exister	   ***   	exist  ; be	verb
expert	   ***   	expert	profession
expert	   ***   	skilful  ; adept  ; expert  ; good  ; practiced  ; proficient  ; skillful	adjective-people
expliquer	   ***   	explain  ; explicate	verb
express	   ***   	express  ; limited	transport
expérience	   ***   	experience	business
extérieur	   ***   	outside  ; exterior	mathematics
facile	   ***   	easy	adjective
facultatif	   ***   	any  ; whatever  ; whatsoever	adjective
faible	   ***   	weak	adjective-basic
fait	   ***   	fact	science
famille	   ***   	family  ; family unit	family
fatigué	   ***   	tired	adjective-people
faux	   ***   	fake  ; false  ; faux  ; imitation  ; simulated	adjective
